,id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
5809,4326,17,2,5137,7,11,4,11,4,4,1,0,0,49,38
3600,2704,7,2,39,8,10,4,0,1,4,1,0,0,29,38
4203,3137,19,1,907,11,8,2,9,0,4,1,96,0,39,38
6526,4870,17,3,5733,11,8,2,3,0,4,1,0,43,39,38
2266,1713,6,2,3958,11,8,2,11,0,4,1,0,58,39,38
1007,753,29,2,3277,12,13,2,9,0,4,1,0,0,39,38
8643,6463,27,2,5703,9,12,2,11,0,4,1,83,0,39,38
11214,8364,16,2,3802,9,12,2,9,0,4,1,0,0,39,38
9020,6746,16,2,8153,11,8,2,11,0,4,1,0,0,44,38
7750,5775,13,4,2336,11,8,4,2,1,4,1,104,0,49,38
736,549,6,2,2921,11,8,4,7,1,4,0,0,0,34,38
5250,3903,34,2,8283,8,10,2,2,0,4,1,0,0,39,1
14769,11041,11,2,2316,11,8,4,7,3,2,0,0,0,39,38
3988,2982,11,2,9241,1,6,2,2,1,4,1,0,0,59,38
12193,9103,10,1,3056,11,8,2,3,0,4,1,0,0,74,38
4686,3484,6,2,2946,0,5,4,2,3,2,0,0,0,39,38
13934,10406,24,2,171,11,8,2,2,0,4,1,0,0,51,38
13221,9863,9,2,3985,9,12,4,11,1,4,0,0,0,54,38
7813,5822,18,2,8794,8,10,4,2,1,4,1,0,0,39,38
12881,9617,40,4,4632,10,15,2,9,0,4,1,0,0,34,38
2598,1949,0,2,1547,0,5,4,7,3,4,1,0,0,14,38
7700,5735,9,2,2559,11,8,2,2,0,4,1,0,0,39,38
4597,3414,33,2,3472,12,13,4,9,4,4,0,0,0,39,38
4000,2992,25,2,8472,11,8,2,13,0,4,1,38,0,44,38
15928,11458,20,2,2839,2,7,2,11,5,1,0,0,0,32,38
11255,8398,11,3,1225,11,8,4,3,3,4,1,0,0,39,38
1717,1290,0,2,8140,0,5,4,0,3,4,0,0,0,19,38
1118,842,9,2,1106,11,8,2,4,0,4,1,0,0,54,38
1006,752,6,1,8652,9,12,4,0,1,4,1,0,0,31,38
8620,6442,38,2,1348,11,8,2,12,0,4,1,0,0,19,38
9491,7092,20,2,8277,9,12,2,3,0,4,1,0,0,49,38
10603,7921,14,1,3537,7,11,4,0,3,0,0,0,0,39,38
5656,4215,8,2,9437,15,9,2,2,0,4,1,0,0,39,38
4453,3311,17,0,989,9,12,4,3,4,1,1,12,0,39,0
4824,3595,38,2,696,11,8,0,0,4,4,0,0,0,39,38
3658,2743,21,2,8227,11,8,0,7,1,4,0,0,0,34,38
13310,9931,14,1,7174,11,8,2,10,0,4,1,0,0,40,38
14889,11128,45,2,2581,11,8,6,0,1,4,0,0,0,37,38
2161,1637,12,2,3730,7,11,0,9,4,4,0,0,0,34,38
6641,4959,34,2,3990,9,12,2,13,0,4,1,0,0,55,38
7169,5348,22,2,3117,15,9,0,3,4,4,0,0,0,55,38
9164,6846,22,2,1329,14,14,2,9,5,4,0,83,0,59,38
12597,9408,6,0,520,15,9,4,11,1,4,0,0,0,34,38
8046,6013,16,2,5226,11,8,2,2,0,4,1,0,0,49,38
6436,4798,0,2,4566,0,5,4,7,2,4,1,0,0,14,38
14449,10786,26,2,2818,0,5,4,6,1,2,1,0,0,39,38
3892,2915,26,2,2149,15,9,2,11,0,4,1,80,0,39,38
11856,8848,31,2,3399,11,8,2,5,5,2,0,0,0,39,38
4645,3451,9,2,9207,7,11,4,7,3,2,1,0,0,39,38
8174,6107,1,1,3353,11,8,4,7,3,4,1,0,0,59,38
12892,9626,8,2,6242,9,12,4,9,3,4,0,0,0,39,38
6467,4824,28,2,1174,9,12,2,2,0,1,1,0,0,39,23
4761,3541,10,2,6591,11,8,4,5,3,4,1,0,0,39,38
10620,7932,15,5,4262,12,13,4,0,1,4,0,0,0,37,38
1569,1178,30,2,5305,15,9,0,11,4,4,1,0,0,49,38
10286,7675,5,2,613,8,10,2,6,0,4,1,0,0,39,38
5936,4426,3,2,2361,15,9,4,11,3,1,1,0,0,7,18
3367,2527,23,2,6734,12,13,2,3,0,4,1,96,0,49,38
1869,1410,46,2,4263,1,6,6,11,1,4,0,22,0,29,38
11353,8466,11,2,459,8,10,2,0,0,4,1,29,0,39,38
5058,3764,30,2,9342,8,10,4,9,1,4,0,0,0,39,38
2676,2003,19,2,9379,11,8,5,11,4,2,0,0,0,39,38
6275,4687,3,2,6387,15,9,4,3,3,4,0,0,0,9,38
5596,4170,28,1,3826,12,13,2,9,5,4,0,0,40,34,38
3311,2484,34,2,3662,11,8,6,6,1,2,0,0,0,39,38
2759,2065,25,2,509,8,10,2,7,0,4,1,0,0,29,38
8365,6248,40,2,4864,0,5,2,7,0,4,1,0,0,39,38
3148,2361,34,2,5840,9,12,2,9,0,4,1,0,0,39,38
12510,9341,26,5,4879,15,9,0,0,4,4,0,0,0,39,38
9860,7372,30,5,5783,9,12,2,3,0,4,1,0,0,39,38
4978,3704,12,2,5268,11,8,4,3,1,4,1,21,0,49,38
7390,5511,27,2,7769,3,1,4,7,3,4,1,0,0,9,38
5243,3897,25,2,4743,15,9,0,12,1,4,0,0,0,39,38
11408,8506,21,2,6670,15,9,0,11,4,2,0,0,0,39,38
4574,3397,13,2,966,11,8,4,3,1,2,1,0,0,39,38
13206,9849,14,2,8738,7,11,5,13,1,4,1,0,0,44,38
11305,8431,19,2,2830,11,8,0,6,4,4,1,0,0,39,38
15445,11372,13,2,7949,11,8,2,0,0,4,1,0,0,39,38
3832,2871,21,2,1448,12,13,2,3,0,4,1,0,0,64,38
12501,9333,20,0,9379,11,8,4,3,4,2,0,0,0,39,38
14628,10929,15,2,194,8,10,2,12,0,4,1,0,0,39,38
7353,5483,36,2,3167,11,8,2,13,0,4,1,0,0,39,38
1140,862,3,2,6768,11,8,4,5,3,4,1,0,0,44,38
14242,10636,7,2,8247,15,9,2,0,5,1,0,0,0,39,24
15020,11227,3,2,2046,11,8,4,6,3,4,0,0,0,39,38
289,208,2,2,6800,15,9,4,9,3,4,1,0,0,10,38
14198,10601,9,2,3821,15,9,2,3,0,4,1,0,0,59,38
11430,8525,62,4,3781,11,8,6,7,1,4,0,0,0,23,38
3692,2769,9,2,216,15,9,4,2,1,4,1,0,0,39,38
3217,2415,23,3,6491,9,12,2,3,0,4,1,0,0,44,38
4578,3400,32,1,5538,15,9,2,5,0,4,1,80,0,39,38
12791,9545,21,2,1230,15,9,2,11,0,4,1,0,0,59,38
5574,4154,16,5,565,15,9,2,2,0,4,1,0,0,3,38
11332,8451,20,2,6632,11,8,2,11,0,4,1,0,0,39,38
13015,9711,45,2,59,6,4,2,3,0,4,1,0,0,39,38
2128,1609,34,2,932,11,8,2,11,0,1,1,0,0,49,0
14686,10975,4,2,174,11,8,4,7,1,4,0,0,0,49,38
12608,9416,29,2,7658,9,12,4,9,1,4,0,0,0,39,38
10456,7804,39,2,4512,11,8,0,2,4,4,1,0,0,34,38
12016,8970,17,2,5554,9,12,2,9,5,4,0,0,37,39,38
4673,3476,22,2,7359,6,4,5,2,3,4,1,0,0,34,25
8325,6218,10,2,8971,8,10,2,4,0,4,1,0,0,39,38
13654,10184,9,2,8293,9,12,4,3,1,1,0,0,0,39,30
2369,1788,2,2,9510,11,8,0,2,1,4,0,0,0,39,7
9166,6848,13,2,6663,11,8,4,5,3,4,1,0,0,39,38
14670,10964,29,2,4379,9,12,2,3,0,4,1,0,38,49,38
13744,10258,42,2,8915,3,1,2,6,0,4,1,0,0,39,25
333,243,59,2,1490,11,8,2,11,0,4,1,11,0,23,38
8405,6283,64,2,1635,9,12,6,11,1,4,1,0,0,49,38
1764,1324,21,4,2061,12,13,2,3,0,4,1,0,0,68,38
10945,8171,11,3,2326,15,9,4,3,1,4,1,0,0,49,38
10476,7822,34,4,1833,14,14,2,9,0,4,1,0,0,39,38
8990,6722,14,4,2603,8,10,0,2,3,4,1,0,0,19,38
12302,9182,16,3,3292,9,12,2,11,0,4,1,0,0,64,38
13088,9761,9,2,2897,15,9,4,7,3,4,0,0,0,44,38
3964,2966,28,2,8894,9,12,2,11,0,4,1,0,43,54,38
359,264,13,4,988,9,12,3,2,1,4,1,79,0,59,38
2126,1608,17,2,9596,4,2,4,5,3,4,1,0,0,39,7
11300,8427,10,2,448,15,9,4,0,4,2,0,0,0,39,38
9018,6744,17,2,8712,9,12,2,11,0,4,1,80,0,59,38
8973,6711,6,2,2411,9,12,4,0,3,4,0,0,0,39,38
523,393,9,2,941,15,9,4,9,1,4,0,0,0,34,38
5909,4403,25,4,5880,11,8,2,2,0,4,1,0,0,44,38
9827,7350,29,2,8907,15,9,0,2,4,4,1,0,0,39,38
7554,5621,18,2,434,15,9,2,2,0,4,1,68,0,39,38
9812,7338,29,4,2095,5,3,2,3,0,4,1,0,0,72,11
10329,7706,6,2,6364,15,9,4,0,3,4,1,0,0,19,38
2153,1630,32,1,2098,11,8,2,13,0,4,1,0,0,39,38
2048,1549,38,2,3392,9,12,0,0,4,4,0,0,0,70,38
8409,6286,11,2,3794,2,7,2,6,2,3,1,0,0,39,6
11235,8383,29,2,4021,15,9,2,2,0,4,1,0,0,43,38
7920,5909,10,2,2843,7,11,2,12,0,4,1,0,0,39,38
10189,7605,22,4,5561,14,14,2,9,0,4,1,0,0,44,38
2675,2002,30,2,4073,15,9,2,0,5,2,0,0,0,47,38
9544,7132,38,3,4880,15,9,2,11,0,4,1,0,0,39,38
10001,7478,26,0,6926,11,8,2,0,5,4,0,0,0,39,38
16717,11601,4,2,1351,15,9,4,6,3,4,1,0,0,39,38
2950,2204,22,0,9080,11,8,2,2,0,4,1,0,0,39,38
5793,4317,30,2,4217,12,13,0,9,4,4,0,0,0,49,38
3641,2733,26,2,9114,7,11,2,11,0,4,1,0,0,39,38
5728,4265,34,2,8240,11,8,2,2,0,4,1,0,0,53,38
6122,4567,15,2,6139,11,8,2,2,0,4,1,0,0,49,38
3522,2644,30,2,5190,11,8,2,6,0,4,1,0,0,39,38
14454,10791,25,2,4559,11,8,2,6,0,4,1,0,0,39,38
13139,9799,24,4,2155,7,11,2,2,0,4,1,0,37,39,38
9069,6778,40,2,5556,12,13,4,9,1,4,1,0,0,74,38
3180,2385,2,2,113,1,6,4,5,1,4,1,0,0,39,38
1320,995,13,2,2026,7,11,2,2,0,4,1,0,0,39,38
6796,5070,6,2,8706,9,12,4,3,1,4,0,0,0,37,38
6509,4856,9,1,7937,15,9,4,10,3,4,1,0,0,39,38
6790,5064,16,5,8896,12,13,2,10,0,2,1,0,0,39,38
3631,2728,21,2,6717,11,8,1,7,5,4,0,0,0,24,38
8112,6063,22,2,8541,15,9,4,0,1,4,1,0,0,39,38
5554,4140,5,2,1725,9,12,4,2,1,4,1,92,0,54,38
8464,6327,40,2,6028,12,13,0,9,1,4,1,0,0,29,38
7018,5235,25,4,4301,15,9,2,4,0,4,1,0,0,59,38
12523,9352,1,2,2313,1,6,4,5,1,4,1,0,0,24,38
1918,1452,9,2,1021,11,8,4,0,1,4,1,0,0,49,25
324,236,39,2,8968,11,8,0,2,2,4,1,0,0,39,38
14510,10832,22,2,9203,1,6,0,13,3,4,1,0,0,39,38
16796,11614,14,2,4012,15,9,4,11,2,4,0,0,0,39,38
14600,10908,14,2,5660,5,3,2,7,0,4,1,0,0,39,25
9973,7457,19,2,6227,9,12,0,9,4,4,1,0,0,44,38
6944,5183,44,2,148,11,8,0,11,4,4,0,0,67,24,38
14896,11133,37,2,8748,9,12,2,11,0,4,1,0,0,39,38
11387,8491,29,0,551,10,15,4,9,1,4,0,0,15,49,38
14066,10503,24,2,8105,8,10,2,13,0,4,1,0,0,54,38
6,4,23,5,505,14,14,2,9,0,4,1,0,0,37,38
8092,6049,12,2,4976,11,8,4,11,1,4,0,0,0,24,38
3488,2616,39,2,5823,15,9,2,0,0,4,1,0,0,34,38
11877,8863,26,2,5494,15,9,2,11,0,4,1,83,0,39,38
10519,7857,21,2,3484,11,8,4,5,1,4,1,0,0,39,38
1840,1386,40,5,9180,9,12,2,0,0,1,1,0,12,39,2
10563,7887,44,2,4563,11,8,2,6,0,4,1,0,0,39,38
11041,8240,9,2,3057,15,9,4,0,1,4,0,0,0,44,38
12353,9217,36,0,1313,9,12,2,3,0,4,1,0,0,47,38
14106,10536,41,2,523,11,8,6,0,4,0,1,0,0,39,38
5566,4149,8,2,7349,1,6,4,0,3,2,0,0,0,39,38
12773,9534,15,4,7127,0,5,0,2,1,4,1,0,0,39,38
7167,5346,13,2,3982,9,12,6,9,4,4,0,0,0,54,38
8212,6136,9,2,6310,7,11,4,9,3,4,0,0,0,35,38
4342,3240,24,2,1117,11,8,0,2,1,4,1,0,0,39,38
13277,9905,13,2,6139,15,9,4,11,3,4,1,0,0,29,38
11599,8656,34,2,4654,9,12,0,11,1,4,1,0,0,49,38
8154,6091,13,2,5711,8,10,4,9,1,4,0,0,0,39,38
14446,10783,9,2,8199,11,8,4,11,1,4,0,0,0,49,38
3033,2272,4,2,7986,15,9,4,2,1,4,1,0,0,39,38
452,332,27,5,9597,12,13,2,9,0,2,1,0,0,59,38
9301,6945,6,2,5570,11,8,4,0,4,2,0,0,0,39,38
4038,3019,38,1,2314,11,8,2,7,0,4,1,0,0,39,38
10455,7803,20,5,877,9,12,4,0,1,4,1,0,0,37,38
4320,3225,21,2,8281,11,8,4,13,4,4,1,0,0,39,38
7586,5644,30,2,7305,1,6,0,2,3,4,1,0,0,7,38
14384,10738,5,2,8325,11,8,4,7,3,4,0,0,0,18,38
14506,10830,1,2,7427,11,8,4,7,3,4,1,0,0,39,38
2098,1588,22,4,2712,14,14,2,9,0,4,1,96,0,59,38
1305,984,26,5,6079,9,12,2,0,0,4,1,0,0,49,38
13503,10070,15,2,6995,2,7,0,10,3,4,1,0,0,53,25
6394,4764,38,2,1436,9,12,3,2,4,4,0,0,0,54,20
8634,6454,35,2,3679,11,8,2,3,0,4,1,0,0,47,38
15853,11443,3,2,5675,15,9,4,11,3,4,1,0,0,29,38
2817,2106,11,2,3942,5,3,2,6,2,1,0,0,0,47,2
4227,3158,7,2,3296,11,8,4,6,1,4,1,0,0,44,38
14907,11141,30,5,3709,15,9,0,9,4,4,1,0,0,19,38
7840,5841,24,2,995,1,6,2,5,0,4,1,83,0,39,38
7578,5639,20,1,7257,8,10,2,10,0,2,1,0,0,39,38
12698,9476,25,4,1681,15,9,2,3,0,4,1,0,0,39,38
11626,8676,37,1,179,11,8,2,3,0,4,1,0,0,55,38
12656,9447,45,1,6636,11,8,0,7,1,2,0,0,0,34,38
9964,7449,28,2,2097,11,8,4,5,1,4,1,0,0,39,38
6725,5018,27,4,9454,9,12,2,3,0,4,1,0,0,39,38
12823,9570,4,2,697,11,8,4,0,1,4,0,0,0,24,38
16093,11486,14,2,5055,11,8,2,0,5,4,0,0,0,39,38
24,15,25,2,8442,11,8,0,6,1,2,1,0,0,39,38
3450,2585,36,2,2620,15,9,2,3,0,4,1,0,0,59,38
10653,7961,31,1,4618,12,13,2,9,0,4,1,0,0,49,38
4812,3583,16,2,9535,9,12,5,3,4,2,0,0,0,39,38
6770,5051,33,2,8490,9,12,2,3,0,4,1,0,38,39,38
4609,3424,36,2,8132,6,4,6,11,4,2,0,0,0,24,38
10480,7825,29,4,6694,11,8,2,3,0,4,1,0,0,39,38
14045,10491,38,2,4332,8,10,2,6,0,4,1,0,0,19,38
11152,8316,9,2,806,15,9,4,0,1,2,0,0,0,39,38
4652,3457,41,2,2267,11,8,2,3,0,4,1,0,0,39,38
7200,5372,13,2,6721,9,12,2,11,0,4,1,0,0,49,38
630,471,22,4,244,15,9,2,4,0,4,1,37,0,80,38
2846,2127,24,2,5439,11,8,4,0,2,4,0,0,0,39,38
3694,2771,43,2,2885,11,8,2,7,0,4,1,0,0,39,38
6979,5205,29,5,7264,5,3,4,7,1,2,0,0,0,39,38
9968,7453,41,2,3136,11,8,0,11,1,4,1,0,0,35,38
3138,2352,9,5,4230,12,13,4,9,1,4,0,0,0,39,38
7324,5459,28,2,7625,12,13,2,3,0,4,1,96,0,49,38
15885,11451,13,4,4687,9,12,2,11,0,4,1,0,0,68,38
5287,3931,0,1,4536,1,6,4,10,3,4,1,0,0,29,38
17467,11724,27,3,1072,12,13,2,11,0,4,1,0,0,49,38
14876,11119,33,2,4171,12,13,2,2,0,4,1,0,38,44,38
12426,9279,29,3,8485,11,8,2,3,5,0,0,96,0,39,38
9096,6800,11,4,7827,11,8,4,6,2,2,1,0,0,29,38
7407,5524,13,1,5391,11,8,4,10,3,2,0,0,0,39,38
14450,10787,53,2,5588,0,5,6,2,4,4,1,0,0,44,38
4513,3352,45,1,3016,11,8,0,13,2,4,1,0,0,39,38
449,329,22,2,7153,11,8,2,2,0,2,1,0,0,39,38
6125,4570,32,2,5829,3,1,2,2,0,4,1,0,0,39,31
13382,9984,28,2,8170,9,12,0,3,1,4,1,0,0,39,38
14156,10569,45,5,3816,9,12,2,0,0,4,1,0,0,37,38
14661,10956,19,2,5136,7,11,2,11,5,4,0,0,0,39,38
7966,5945,16,4,4579,11,8,2,2,0,4,1,0,0,39,38
17233,11689,20,2,8083,9,12,2,9,0,3,1,0,0,49,38
298,215,10,2,1759,11,8,2,5,0,4,1,0,0,39,25
1548,1163,27,3,8895,9,12,2,4,0,4,1,96,0,64,38
8470,6332,26,0,1484,8,10,0,2,1,4,1,0,0,39,38
9551,7139,32,2,242,15,9,4,3,4,4,0,0,0,39,38
8206,6131,41,2,5929,11,8,5,7,4,4,0,0,0,39,5
3041,2277,30,4,82,8,10,2,11,0,4,1,0,0,39,38
13282,9910,8,2,2073,11,8,4,0,3,4,0,0,0,39,38
13676,10204,3,2,8624,11,8,4,0,3,4,0,0,0,39,38
4358,3253,34,2,3608,11,8,2,6,0,4,1,0,0,44,38
7861,5860,16,5,8133,15,9,5,0,3,2,1,0,0,34,38
3270,2452,11,2,2248,11,8,4,0,1,4,1,0,0,39,38
3181,2386,30,2,1240,15,9,6,7,1,4,0,0,0,34,38
5573,4153,19,3,4108,11,8,4,7,1,4,0,0,0,68,38
16613,11583,10,2,2939,9,12,4,9,4,4,0,0,0,35,38
1092,824,17,2,7680,11,8,0,3,4,4,0,42,0,49,38
3555,2669,19,2,1217,15,9,2,11,0,4,1,0,0,39,38
12638,9437,42,2,4864,9,12,2,9,0,4,1,68,0,39,38
13463,10043,38,4,1922,12,13,2,11,0,4,1,24,0,49,38
4241,3168,16,2,4702,11,8,0,0,1,2,0,0,0,39,38
13751,10263,16,2,5216,11,8,4,4,1,4,1,0,0,39,38
9333,6971,4,2,3995,15,9,4,4,3,2,1,0,0,9,38
9549,7137,46,2,3235,11,8,2,11,0,4,1,58,0,39,38
7345,5477,18,2,3007,11,8,4,11,1,4,1,0,0,39,38
11508,8587,14,4,4552,11,8,2,2,0,4,1,0,0,59,38
2987,2234,4,2,6882,8,10,4,2,3,4,1,0,0,39,38
1880,1418,14,2,6199,0,5,2,4,0,4,1,20,0,39,25
7197,5369,24,1,4514,11,8,0,13,1,2,0,0,0,37,38
3939,2947,41,2,2057,15,9,0,0,4,4,0,0,0,39,38
10674,7976,15,2,5347,15,9,0,6,4,0,1,0,0,39,38
4481,3329,31,2,513,1,6,2,5,0,4,1,0,0,59,38
5559,4144,18,2,4378,8,10,0,13,1,4,1,0,0,49,38
6172,4608,11,2,5902,7,11,4,3,1,4,1,0,0,64,38
8688,6499,34,2,7493,9,12,2,3,0,4,1,0,0,49,38
9824,7348,0,2,2319,1,6,4,7,3,4,0,0,0,19,38
10561,7885,36,0,2415,7,11,2,0,0,4,1,0,0,39,38
7991,5966,34,4,4583,7,11,2,11,0,4,1,0,0,39,38
9132,6826,4,2,5504,15,9,4,7,3,4,0,0,0,39,38
15365,11360,7,2,7696,11,8,4,2,2,4,1,3,0,39,38
7084,5283,9,2,2970,9,12,4,12,3,4,0,0,0,34,38
14376,10730,13,2,814,11,8,4,2,1,4,1,0,0,39,38
8308,6208,18,2,2795,11,8,4,7,1,4,1,0,0,29,38
8037,6004,24,1,420,15,9,2,0,0,4,1,0,0,39,38
3861,2891,52,2,2680,11,8,0,7,1,4,0,0,0,31,38
9947,7436,36,1,7943,12,13,2,9,5,4,0,96,0,39,38
8480,6339,26,2,5402,8,10,4,0,3,4,0,0,0,54,38
14521,10841,25,2,3636,9,12,2,11,0,4,1,0,0,39,38
7520,5600,5,2,3955,15,9,4,11,2,4,1,0,0,64,38
12352,9216,18,0,8012,12,13,4,3,1,4,1,86,0,39,38
14770,11042,14,2,1175,2,7,5,13,4,2,1,0,0,39,38
4977,3703,19,0,7065,7,11,2,7,0,4,1,0,0,39,38
1074,808,26,2,4462,12,13,2,9,0,4,1,0,0,54,38
8722,6525,26,2,1031,11,8,2,6,0,4,1,0,0,47,38
3745,2806,16,2,2466,6,4,2,5,0,4,1,0,0,39,38
9493,7094,8,2,8518,9,12,4,5,3,4,1,0,0,34,38
8306,6207,12,2,8317,11,8,2,2,0,4,1,0,0,59,38
1782,1339,26,2,491,11,8,4,7,1,2,0,0,0,44,38
2851,2131,8,4,2013,6,4,4,2,1,4,1,0,0,14,38
7958,5937,37,4,9139,7,11,2,11,0,4,1,0,0,49,38
9740,7285,26,2,8903,15,9,2,11,0,4,1,43,0,39,38
3385,2535,35,3,9261,15,9,0,3,1,4,1,0,0,64,38
7543,5615,8,2,5662,9,12,4,9,3,4,0,0,0,39,38
11773,8786,12,2,8902,11,8,4,7,2,2,0,0,0,51,38
9515,7112,12,1,4819,9,12,0,9,1,4,1,0,0,49,38
14557,10870,33,2,7880,11,8,6,9,4,2,0,0,0,39,38
9218,6885,22,2,8665,11,8,2,6,0,4,1,0,0,39,38
2911,2177,4,5,3148,15,9,4,0,3,4,0,0,0,11,38
3218,2416,9,2,2887,9,12,4,0,3,2,0,0,0,39,38
4206,3139,40,4,1541,15,9,2,11,0,4,1,104,0,44,38
6309,4710,44,2,7747,11,8,2,2,0,4,1,0,0,39,38
7887,5880,9,2,3568,11,8,0,0,1,4,0,0,0,49,38
8163,6096,24,5,1142,9,12,2,9,5,4,0,0,0,39,38
6434,4796,34,2,5475,3,1,2,2,0,4,1,0,0,39,25
1822,1373,13,5,8376,11,8,4,11,4,2,0,0,0,39,38
7051,5259,42,2,1453,10,15,2,9,0,4,1,0,0,59,38
16308,11529,18,2,5149,4,2,2,6,0,1,1,0,0,49,38
14543,10859,8,2,7478,9,12,2,9,5,4,0,0,0,31,38
14671,10965,18,0,9436,9,12,2,3,0,4,1,0,0,39,38
12278,9167,30,2,3683,11,8,2,3,0,4,1,0,0,59,38
4170,3114,6,2,2075,11,8,4,7,1,4,0,0,0,39,38
11644,8691,15,4,954,10,15,2,3,0,4,1,0,0,39,38
4219,3151,15,2,6257,15,9,4,0,1,4,0,0,0,39,38
9571,7155,33,4,8627,9,12,2,11,0,4,1,0,0,7,38
9160,6843,10,5,5423,9,12,4,9,1,4,1,0,0,49,38
6098,4553,33,2,6063,12,13,2,11,0,4,1,96,0,39,38
8654,6473,32,2,5758,9,12,2,11,0,4,1,0,60,54,38
4587,3406,2,2,7546,1,6,4,7,2,4,1,0,0,19,38
6026,4494,34,2,5837,15,9,0,0,1,4,0,0,0,62,38
3236,2428,7,2,8655,11,8,0,3,1,0,0,0,0,49,38
344,252,3,2,1871,11,8,4,5,3,4,1,0,0,39,38
10288,7677,34,1,2268,6,4,5,7,2,4,0,0,0,39,38
386,285,9,3,8961,11,8,4,11,3,4,1,0,0,49,38
6033,4499,9,2,6037,12,13,4,9,1,4,0,0,0,39,38
2619,1964,30,1,5376,11,8,0,0,4,4,0,0,0,34,38
13625,10165,29,2,9149,15,9,2,3,0,4,1,96,0,49,38
11555,8623,16,2,5328,5,3,0,5,1,4,1,22,0,34,38
8109,6061,14,2,677,15,9,2,6,0,4,1,0,0,39,38
8499,6351,30,5,8298,7,11,2,13,0,4,1,0,0,39,38
9898,7399,6,2,888,11,8,4,3,1,4,0,0,0,39,38
6133,4576,13,2,2832,8,10,5,9,4,4,0,0,0,39,38
13893,10371,9,2,8984,15,9,4,4,2,4,0,0,0,64,38
7839,5840,8,2,146,7,11,0,0,1,2,0,0,0,44,38
13989,10449,7,2,3907,11,8,0,3,1,4,0,0,0,44,38
10344,7719,17,2,2172,11,8,2,2,0,4,1,0,0,39,38
719,536,26,2,5303,0,5,2,13,0,4,1,0,0,39,38
6693,4993,24,2,4479,15,9,2,9,0,2,1,0,0,3,38
6404,4771,19,2,4095,1,6,2,2,0,4,1,0,0,39,38
3732,2795,7,2,7531,9,12,4,9,1,4,0,0,0,39,38
14569,10880,44,4,3134,11,8,4,11,1,4,0,0,0,43,38
4973,3701,25,2,9498,9,12,2,9,0,4,1,83,0,39,38
16550,11568,13,2,3283,11,8,4,7,1,2,1,0,0,39,38
9799,7327,4,2,4631,7,11,4,7,3,4,0,0,0,29,38
16597,11578,22,2,7473,12,13,4,0,1,4,1,0,0,39,38
9874,7381,7,2,1578,9,12,4,0,3,4,0,0,0,39,38
3774,2827,4,2,8289,15,9,2,7,0,4,1,0,0,39,38
3755,2812,31,0,2110,15,9,0,3,1,4,1,0,0,39,38
5459,4066,42,3,7418,11,8,0,3,1,4,1,0,0,59,38
14571,10882,16,5,3697,9,12,2,3,0,4,1,0,0,39,38
11892,8876,36,2,2608,12,13,2,3,0,4,1,0,0,44,38
6899,5148,36,2,344,15,9,2,3,0,4,1,0,0,44,38
4147,3096,42,4,5865,9,12,2,11,0,4,1,96,0,54,38
11580,8642,18,2,406,11,8,0,2,1,4,1,0,0,59,38
137,101,34,1,5791,9,12,2,10,0,4,1,0,0,39,38
9940,7432,58,2,5807,15,9,2,3,0,4,1,0,0,34,38
6045,4509,15,4,639,15,9,0,7,1,4,0,0,0,34,38
6712,5008,4,2,834,11,8,4,2,3,4,1,0,0,39,38
12280,9169,15,2,4242,8,10,2,5,0,4,1,0,0,39,38
4589,3408,22,2,8096,11,8,2,6,0,4,1,0,0,49,38
12671,9457,19,2,1639,11,8,2,3,0,4,1,0,0,39,38
12450,9296,33,2,3077,7,11,2,2,0,4,1,0,38,39,38
5452,4061,15,2,5547,11,8,2,12,5,4,0,0,0,35,38
14529,10849,37,2,4556,11,8,6,6,4,4,1,4,0,39,38
2,2,29,2,3480,15,9,2,2,0,4,1,0,0,39,38
8614,6437,18,1,7659,15,9,2,2,0,4,1,0,0,39,38
13414,10008,36,2,7988,12,13,2,0,5,4,0,0,0,39,38
12577,9393,1,2,407,11,8,4,2,3,4,1,0,0,24,38
6828,5097,31,2,8829,8,10,3,9,1,4,1,0,0,39,38
13307,9928,31,4,864,15,9,2,11,0,4,1,0,0,68,38
12313,9191,43,2,6086,11,8,2,7,0,4,1,0,0,39,38
12956,9664,2,2,928,15,9,4,6,1,4,0,0,0,34,38
2731,2045,27,2,1970,11,8,2,11,0,4,1,0,0,67,38
13144,9804,1,2,4937,1,6,4,11,3,2,0,0,0,9,38
9379,7005,25,2,446,15,9,2,2,0,4,1,0,0,39,38
10955,8179,44,4,6674,7,11,3,3,1,4,0,0,0,80,38
6286,4694,8,5,8575,15,9,0,10,2,4,1,0,0,44,38
2832,2118,29,2,5526,9,12,4,9,3,4,1,0,0,59,38
879,656,24,2,6540,11,8,2,3,0,4,1,80,0,39,38
4232,3161,13,2,6341,11,8,4,5,3,4,1,0,0,39,38
11600,8657,12,4,3208,11,8,2,6,0,4,1,0,0,39,38
4913,3654,20,5,3501,11,8,5,2,1,4,1,0,0,43,38
9355,6987,20,2,3233,0,5,2,2,0,4,1,0,0,49,38
12793,9546,40,5,4,10,15,0,9,4,4,0,0,0,49,38
10648,7956,14,2,8239,15,9,0,0,4,4,0,0,0,39,38
9264,6915,23,2,1514,7,11,2,3,0,4,1,0,0,39,38
